draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y0.1,y0.2,y0.3,y0.4,y0.5,y0.6,y0.7,y0.8,y0.9,sigma.1,sigma.2,sigma.3,sigma.4,sigma.5,sigma.6,sigma.7,sigma.8,sigma.9,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
28,-6116.266979938575,0.9472586257191171,0.0003503690592530869,10.0,1023.0,0.0,6132.253945378466,10003.624595695323,71.72334566211937,55244.30808535494,10046.322987071393,1.1328327012128634,8501.6796700543,2491.848049987199,1252.9760389231876,331.0732703585756,3.737001744979956,1570.0917054107663,3262.2195057791223,10.961361739632366,2953.3725996505586,225.27217739442003,813.385417192144,942.3128736980053,963.4824326384309,0.6499839061063295,0.8140609984109071,3.209487682204393,9.81920360122715e-07,0.11326559634108553,0.11618443145969237,0.3608935879655383,0.09823618610432448,0.3714232436631381,0.9440688809179626,0.17594329281221324,13.327439542945015,0.8528901545440667,0.0010475848669609686,0.2651313271797273,0.11630635073476518
29,-7260.20685325536,0.9788454618774267,3.9714828237595904e-05,10.0,1023.0,0.0,7277.713931997955,10038.182726469031,10001.065532090151,5.747918186616133,30403.571561982968,9891.240932624813,9992.171309686215,1455.2914358590413,796.9107901063865,1.31630309935353,82.68234492344065,1.6430166809629316,9565.29542043319,5340.350090275487,30.785176900145004,1.2903163087081366,677.505555419559,843.6750113484698,1016.3758976046016,0.6006961289291708,0.8714003485411076,5.2023974877266745,9.953877210151575e-07,0.09642258625550637,0.09487870165657183,0.2687175291589397,0.10010270287498226,0.17166656219887613,1.0298523888121525,0.014064728506145182,13.71214804625466,0.9548964639514634,0.000727313560973963,0.4081953095114687,0.17690067289111672
30,-6325.364145363067,0.9061123853143326,1.721425708678461e-05,10.0,1023.0,0.0,6350.340260671463,10000.775389421,10000.064626237843,59893.33142946383,16.195584797953728,1.1059295368618807,0.9332895664803361,0.30716381560651446,12.24387381038981,1.9441173430606653,0.5787053011596989,0.1025662940247078,3134.5313743317106,1060.8528193641926,4359.497565219707,3679.0967875858673,1840.0726252667341,1828.5946925118942,1256.7525081317078,0.6000083463784779,0.8749259479154867,3.5051159600159463,9.999242392884303e-07,0.08384748882806542,0.10617113762238668,0.4593629420317407,0.10000847051619487,0.3496254448008328,1.0507400170510386,0.004630546923556521,13.528444225182637,0.6877641952046073,0.0010542518834638485,0.316790732668324,0.669400327983738
31,-6523.213458344499,0.9967654385996855,0.00041953206921697646,10.0,1023.0,0.0,6545.611348118708,1.7317801747256951,29.58266347497003,48615.3795367078,10505.629149812057,9999.463011622787,2.3940916415987563,3982.960499818586,516.6826209822619,508.2028490117596,1106.5044409691468,1292.568104738582,3043.478128970062,1500.7017825177018,0.12060052286791854,3732.915938116726,1206.9527224990422,995.1931485881324,975.1034271054451,0.6740035737519939,1.0291612451741028,3.4413018698126,9.90256217450194e-07,0.12482387729606499,0.1277906969154832,0.39455546379530043,0.09806748563831602,0.10838359863220506,0.863587943695569,0.030194960160052027,10.17693114380482,0.895424813403258,0.0011734938438892665,0.16901204446134663,0.06000199159005321
32,-6115.951683610903,0.7309880508139402,0.0003503690592530869,10.0,1023.0,0.0,6139.332518630626,10006.518489861961,74.36664843364076,55253.40476286688,10038.565564001969,1.1506576470961998,8495.756143371118,2485.463071151804,1259.4728930787837,326.235153623233,3.749260742424659,1577.9433992740792,3261.998203005162,10.940929934368054,2960.910711772604,226.69503274619206,809.8329861292063,943.7377262838875,966.4943131162311,0.6490115059508079,0.8146078073204066,3.209023651311679,9.824985240526184e-07,0.11377401569715853,0.11660241256323546,0.36054131913664933,0.09836404649099993,0.37211059337044944,0.9424092928389979,0.17632591747693033,13.392295504984096,0.8504791699486659,0.0010508528941508806,0.26521101756837273,0.11612008893022589
33,-7259.0717993641265,0.9831405589461979,3.9714828237595904e-05,10.0,1023.0,0.0,7276.843614946024,10022.661055841123,10000.603639957115,5.748197613988457,30398.788704203864,9890.392154745345,9992.693223935628,1456.2377517965097,796.883375027352,1.317987968789346,82.26744151358064,1.6480135396870246,9564.195304719256,5339.758348164555,30.66794677154695,1.2913277179259108,677.2390275462408,843.808347593395,1016.4803686406424,0.6007383116720906,0.8712214340937605,5.203160404060657,9.954287855305287e-07,0.09642583757104586,0.09487885564545033,0.2690139684846315,0.10022932107394675,0.17168522193527755,1.0296280126629516,0.014068256607141637,13.715288629699257,0.9552744819517145,0.0007274555643983,0.408488665400046,0.17687528750887788
34,-6322.552183945982,0.9982435153374,1.721425708678461e-05,10.0,1023.0,0.0,6335.584934319777,10000.846654762203,10000.059378875076,59893.78350227978,16.195649539429336,1.1059247494243931,0.9332700214743455,0.30717091550186504,12.243602861166503,1.944111531206393,0.5785246900054964,0.10270349681105234,3134.5652822719526,1060.8436378379022,4359.481627157667,3679.1053589534836,1840.1049910704646,1828.6040208402112,1256.7882022940146,0.6000088219098428,0.874930633659848,3.5050919855468097,9.999216378457207e-07,0.08384681754040488,0.10617232660030278,0.45935963049537815,0.10000637914310352,0.34962759276843447,1.0507416449046119,0.004630473794453875,13.528472604094521,0.6877735664037825,0.001054248042276555,0.3167948658880211,0.6694063906075222
35,-6522.171837996472,0.9917193784067501,0.00041953206921697646,10.0,1023.0,0.0,6538.1763150526685,1.7322788755429233,29.598849582800582,48603.29136163111,10508.44432739079,9999.582377065963,2.3837762717771964,3953.844678952956,517.816417237182,504.08940692434976,1106.7819757430466,1292.6993860387581,3044.076184075387,1500.4029938874291,0.12088387593170867,3733.7118047050863,1207.042864481566,996.3378072133552,974.8164411216501,0.6741451509690165,1.029229809242033,3.44116463079211,9.901043242238158e-07,0.12485232560985052,0.12778446471018456,0.3950111774064312,0.09809724852501289,0.10846462032864415,0.8636834742217362,0.030202907649273487,10.160782300416278,0.895228104073223,0.0011736245662600816,0.16855446669453067,0.05992125423707261
36,-6116.1581889990875,0.9935477686820541,0.0003503690592530869,10.0,1023.0,0.0,6131.9036580194115,9999.876187750951,75.11566218069729,55284.42245301482,10040.737430982139,1.138592555239312,8491.407681252611,2478.849421246927,1258.9650680394893,323.72615713959004,3.6864951507027186,1572.0151142624486,3261.907092146879,10.911299086662412,2960.658031639442,226.19412779213044,806.411494149687,945.5752909958019,964.4902863769618,0.6487411459830119,0.8148046810733972,3.207453260903464,9.819351086268143e-07,0.11367038399909078,0.11663163917925237,0.3612916123329923,0.09841081751059735,0.37154683538403804,0.9420539674908691,0.17621527813379678,13.347637944792105,0.8508226514767867,0.0010472977671333347,0.26609716200555106,0.11601255892793409
37,-7261.282462785872,0.921197980972536,3.9714828237595904e-05,10.0,1023.0,0.0,7278.564666433194,10055.623478044256,9998.842474086796,5.751324164457955,30400.466362630184,9891.160013656354,9992.295660739033,1459.3698926091674,795.3807521746285,1.3242570614186402,82.8623821306051,1.6657213467163074,9564.969355340674,5343.6893335429795,30.04656418609183,1.2592814662814682,677.491438509279,843.7840058803926,1016.6776386962811,0.6006786432103636,0.8709077868912984,5.201713266668645,9.955584333705328e-07,0.09638367434848799,0.09485714650694711,0.26902498961024895,0.10021291521192542,0.17171622202636044,1.0301283293732404,0.014114234434571153,13.707558267348077,0.9547020474530004,0.0007280375954399481,0.40853020344912133,0.17686012875270812
